num_bdi_actions,num_rl_actions,plan_found,variation,error,score,bdi_score,complete,num_plans,plan_library_size,plans_pct,eps
7,0,1,278,False,100,100,False,3,41,1,520
9,0,1,279,False,100,100,False,3,41,1,520
7,0,1,280,False,100,100,False,3,41,1,520
9,0,1,281,False,100,100,False,3,41,1,520
9,0,1,282,False,100,100,False,3,41,1,520
9,0,1,283,False,100,100,False,3,41,1,520
9,0,1,284,False,100,100,False,3,41,1,520
9,0,1,285,False,100,100,False,3,41,1,520
9,0,1,286,False,100,100,False,3,41,1,520
11,0,1,287,False,100,100,False,3,41,1,520
11,91,1,288,True,75,75,True,3,41,1,520
11,91,1,289,True,75,75,True,3,41,1,520
9,0,1,290,False,100,100,False,3,41,1,520
11,0,1,291,False,100,100,False,3,41,1,520
11,0,1,292,False,100,100,False,3,41,1,520
9,0,1,293,False,100,100,False,3,41,1,520
11,0,1,294,False,100,100,False,3,41,1,520
9,0,1,295,False,100,100,False,3,41,1,520
11,0,1,296,False,100,100,False,3,41,1,520
11,0,1,297,False,100,100,False,3,41,1,520
11,0,1,298,False,100,100,False,3,41,1,520
11,0,1,299,False,100,100,False,3,41,1,520
11,0,1,225,False,100,100,False,3,41,1,576
11,0,1,226,False,100,100,False,3,41,1,576
9,0,1,227,False,100,100,False,3,41,1,576
9,94,1,228,True,75,75,True,3,41,1,576
11,91,1,229,True,75,75,True,3,41,1,576
9,0,1,230,False,100,100,False,3,41,1,576
11,0,1,231,False,100,100,False,3,41,1,576
11,0,1,232,False,100,100,False,3,41,1,576
9,0,1,233,False,100,100,False,3,41,1,576
11,0,1,234,False,100,100,False,3,41,1,576
11,0,1,235,False,100,100,False,3,41,1,576
9,0,1,236,False,100,100,False,3,41,1,576
11,0,1,237,False,100,100,False,3,41,1,576
11,0,1,238,False,100,100,False,3,41,1,576
11,0,1,239,False,100,100,False,3,41,1,576
7,0,1,240,False,100,100,False,2,41,1,576
5,0,1,241,False,100,100,False,2,41,1,576
7,0,1,242,False,100,100,False,2,41,1,576
5,0,1,243,False,100,100,False,2,41,1,576
7,0,1,244,False,100,100,False,2,41,1,576
5,0,1,245,False,100,100,False,2,41,1,576
7,0,1,246,False,100,100,False,3,41,1,576
7,0,1,247,False,100,100,False,3,41,1,576
9,0,1,248,False,100,100,False,3,41,1,576
7,0,1,249,False,100,100,False,3,41,1,576
7,0,1,250,False,100,100,False,3,41,1,576
7,0,1,251,False,100,100,False,3,41,1,576
9,0,1,252,False,100,100,False,3,41,1,576
9,0,1,253,False,100,100,False,3,41,1,576
9,0,1,254,False,100,100,False,3,41,1,576
11,0,1,255,False,100,100,False,3,41,1,576
11,0,1,256,False,100,100,False,3,41,1,576
9,0,1,257,False,100,100,False,3,41,1,576
11,91,1,258,True,75,75,True,3,41,1,576
11,91,1,259,True,75,75,True,3,41,1,576
11,0,1,260,False,100,100,False,3,41,1,576
11,0,1,261,False,100,100,False,3,41,1,576
11,0,1,262,False,100,100,False,3,41,1,576
11,0,1,263,False,100,100,False,3,41,1,576
11,0,1,264,False,100,100,False,3,41,1,576
11,0,1,265,False,100,100,False,3,41,1,576
11,0,1,266,False,100,100,False,3,41,1,576
11,0,1,267,False,100,100,False,3,41,1,576
9,0,1,268,False,100,100,False,3,41,1,576
9,0,1,269,False,100,100,False,3,41,1,576
5,0,1,270,False,100,100,False,2,41,1,576
7,0,1,271,False,100,100,False,2,41,1,576
7,0,1,272,False,100,100,False,2,41,1,576
5,0,1,273,False,100,100,False,2,41,1,576
7,0,1,274,False,100,100,False,2,41,1,576
7,0,1,275,False,100,100,False,2,41,1,576
9,0,1,276,False,100,100,False,3,41,1,576
7,0,1,277,False,100,100,False,3,41,1,576
7,0,1,278,False,100,100,False,3,41,1,576
9,0,1,279,False,100,100,False,3,41,1,576
7,0,1,280,False,100,100,False,3,41,1,576
9,0,1,281,False,100,100,False,3,41,1,576
9,0,1,282,False,100,100,False,3,41,1,576
9,0,1,283,False,100,100,False,3,41,1,576
9,0,1,284,False,100,100,False,3,41,1,576
9,0,1,285,False,100,100,False,3,41,1,576
9,0,1,286,False,100,100,False,3,41,1,576
11,0,1,287,False,100,100,False,3,41,1,576
11,91,1,288,True,75,75,True,3,41,1,576
11,91,1,289,True,75,75,True,3,41,1,576
9,0,1,290,False,100,100,False,3,41,1,576
11,0,1,291,False,100,100,False,3,41,1,576
11,0,1,292,False,100,100,False,3,41,1,576
9,0,1,293,False,100,100,False,3,41,1,576
11,0,1,294,False,100,100,False,3,41,1,576
9,0,1,295,False,100,100,False,3,41,1,576
11,0,1,296,False,100,100,False,3,41,1,576
11,0,1,297,False,100,100,False,3,41,1,576
11,0,1,298,False,100,100,False,3,41,1,576
11,0,1,299,False,100,100,False,3,41,1,576
11,0,1,225,False,100,100,False,3,41,1,60
11,0,1,226,False,100,100,False,3,41,1,60
9,0,1,227,False,100,100,False,3,41,1,60
9,94,1,228,True,75,75,True,3,41,1,60
11,91,1,229,True,75,75,True,3,41,1,60
9,0,1,230,False,100,100,False,3,41,1,60
11,0,1,231,False,100,100,False,3,41,1,60
11,0,1,232,False,100,100,False,3,41,1,60
9,0,1,233,False,100,100,False,3,41,1,60
11,0,1,234,False,100,100,False,3,41,1,60
11,0,1,235,False,100,100,False,3,41,1,60
9,0,1,236,False,100,100,False,3,41,1,60
11,0,1,237,False,100,100,False,3,41,1,60
11,0,1,238,False,100,100,False,3,41,1,60
11,0,1,239,False,100,100,False,3,41,1,60
7,0,1,240,False,100,100,False,2,41,1,60
5,0,1,241,False,100,100,False,2,41,1,60
7,0,1,242,False,100,100,False,2,41,1,60
5,0,1,243,False,100,100,False,2,41,1,60
7,0,1,244,False,100,100,False,2,41,1,60
5,0,1,245,False,100,100,False,2,41,1,60
7,0,1,246,False,100,100,False,3,41,1,60
7,0,1,247,False,100,100,False,3,41,1,60
9,0,1,248,False,100,100,False,3,41,1,60
7,0,1,249,False,100,100,False,3,41,1,60
7,0,1,250,False,100,100,False,3,41,1,60
7,0,1,251,False,100,100,False,3,41,1,60
9,0,1,252,False,100,100,False,3,41,1,60
9,0,1,253,False,100,100,False,3,41,1,60
9,0,1,254,False,100,100,False,3,41,1,60
11,0,1,255,False,100,100,False,3,41,1,60
11,0,1,256,False,100,100,False,3,41,1,60
9,0,1,257,False,100,100,False,3,41,1,60
11,91,1,258,True,75,75,True,3,41,1,60
11,91,1,259,True,75,75,True,3,41,1,60
11,0,1,260,False,100,100,False,3,41,1,60
11,0,1,261,False,100,100,False,3,41,1,60
11,0,1,262,False,100,100,False,3,41,1,60
11,0,1,263,False,100,100,False,3,41,1,60
11,0,1,264,False,100,100,False,3,41,1,60
11,0,1,265,False,100,100,False,3,41,1,60
11,0,1,266,False,100,100,False,3,41,1,60
11,0,1,267,False,100,100,False,3,41,1,60
9,0,1,268,False,100,100,False,3,41,1,60
9,0,1,269,False,100,100,False,3,41,1,60
5,0,1,270,False,100,100,False,2,41,1,60
7,0,1,271,False,100,100,False,2,41,1,60
7,0,1,272,False,100,100,False,2,41,1,60
5,0,1,273,False,100,100,False,2,41,1,60
7,0,1,274,False,100,100,False,2,41,1,60
7,0,1,275,False,100,100,False,2,41,1,60
9,0,1,276,False,100,100,False,3,41,1,60
7,0,1,277,False,100,100,False,3,41,1,60
7,0,1,278,False,100,100,False,3,41,1,60
9,0,1,279,False,100,100,False,3,41,1,60
7,0,1,280,False,100,100,False,3,41,1,60
9,0,1,281,False,100,100,False,3,41,1,60
9,0,1,282,False,100,100,False,3,41,1,60
9,0,1,283,False,100,100,False,3,41,1,60
9,0,1,284,False,100,100,False,3,41,1,60
9,0,1,285,False,100,100,False,3,41,1,60
9,0,1,286,False,100,100,False,3,41,1,60
11,0,1,287,False,100,100,False,3,41,1,60
11,91,1,288,True,75,75,True,3,41,1,60
11,91,1,289,True,75,75,True,3,41,1,60
9,0,1,290,False,100,100,False,3,41,1,60
11,0,1,291,False,100,100,False,3,41,1,60
11,0,1,292,False,100,100,False,3,41,1,60
9,0,1,293,False,100,100,False,3,41,1,60
11,0,1,294,False,100,100,False,3,41,1,60
9,0,1,295,False,100,100,False,3,41,1,60
11,0,1,296,False,100,100,False,3,41,1,60
11,0,1,297,False,100,100,False,3,41,1,60
11,0,1,298,False,100,100,False,3,41,1,60
11,0,1,299,False,100,100,False,3,41,1,60
11,0,1,225,False,100,100,False,3,19,2,119
11,0,1,226,False,100,100,False,3,19,2,119
9,0,1,227,False,100,100,False,3,19,2,119
9,94,1,228,True,75,75,True,3,19,2,119
11,91,1,229,True,75,75,True,3,19,2,119
9,0,1,230,False,100,100,False,3,19,2,119
11,0,1,231,False,100,100,False,3,19,2,119
11,0,1,232,False,100,100,False,3,19,2,119
0,100,0,233,True,58,0,False,0,20,2,119
0,100,0,234,True,58,0,False,0,21,2,119
0,100,0,235,True,67,0,False,0,22,2,119
0,100,0,236,True,58,0,False,0,23,2,119
0,100,0,237,True,58,0,False,0,24,2,119
0,100,0,238,True,58,0,False,0,25,2,119
0,100,0,239,True,67,0,False,0,26,2,119
0,100,0,240,True,58,0,False,0,27,2,119
0,100,0,241,True,58,0,False,0,28,2,119
0,100,0,242,True,58,0,False,0,29,2,119
0,100,0,243,True,67,0,False,0,30,2,119
0,100,0,244,True,58,0,False,0,31,2,119
0,100,0,245,True,67,0,False,0,32,2,119
0,100,0,246,True,58,0,False,0,33,2,119
0,100,0,247,True,58,0,False,0,34,2,119
0,100,0,248,True,58,0,False,0,35,2,119
0,100,0,249,True,58,0,False,0,36,2,119
0,100,0,250,True,58,0,False,0,37,2,119
0,100,0,251,True,58,0,False,0,38,2,119
0,100,0,252,True,58,0,False,0,39,2,119
0,100,0,253,True,58,0,False,0,40,2,119
0,100,0,254,True,58,0,False,0,41,2,119
11,0,1,255,False,100,100,False,3,41,2,119
11,0,1,256,False,100,100,False,3,41,2,119
9,0,1,257,False,100,100,False,3,41,2,119
11,91,1,258,True,75,75,True,3,41,2,119
11,91,1,259,True,75,75,True,3,41,2,119
11,0,1,260,False,100,100,False,3,41,2,119
11,0,1,261,False,100,100,False,3,41,2,119
11,0,1,262,False,100,100,False,3,41,2,119
0,100,0,263,True,58,0,False,0,41,2,119
0,100,0,264,True,67,0,False,0,41,2,119
0,100,0,265,True,58,0,False,0,41,2,119
0,100,0,266,True,67,0,False,0,41,2,119
0,100,0,267,True,67,0,False,0,41,2,119
0,100,0,268,True,58,0,False,0,41,2,119
0,100,0,269,True,58,0,False,0,41,2,119
0,100,0,270,True,58,0,False,0,41,2,119
0,100,0,271,True,58,0,False,0,41,2,119
0,100,0,272,True,58,0,False,0,41,2,119
0,100,0,273,True,58,0,False,0,41,2,119
0,100,0,274,True,58,0,False,0,41,2,119
0,100,0,275,True,58,0,False,0,41,2,119
0,100,0,276,True,58,0,False,0,41,2,119
0,100,0,277,True,58,0,False,0,41,2,119
0,100,0,278,True,58,0,False,0,41,2,119
0,100,0,279,True,58,0,False,0,41,2,119
0,100,0,280,True,58,0,False,0,41,2,119
0,100,0,281,True,58,0,False,0,41,2,119
0,100,0,282,True,58,0,False,0,41,2,119
0,100,0,283,True,58,0,False,0,41,2,119
0,100,0,284,True,58,0,False,0,41,2,119
9,0,1,285,False,100,100,False,3,41,2,119
9,0,1,286,False,100,100,False,3,41,2,119
11,0,1,287,False,100,100,False,3,41,2,119
11,91,1,288,True,75,75,True,3,41,2,119
11,91,1,289,True,75,75,True,3,41,2,119
9,0,1,290,False,100,100,False,3,41,2,119
11,0,1,291,False,100,100,False,3,41,2,119
11,0,1,292,False,100,100,False,3,41,2,119
0,100,0,293,True,58,0,False,0,41,2,119
0,100,0,294,True,58,0,False,0,41,2,119
0,100,0,295,True,58,0,False,0,41,2,119
0,100,0,296,True,58,0,False,0,41,2,119
0,100,0,297,True,58,0,False,0,41,2,119
0,100,0,298,True,58,0,False,0,41,2,119
0,100,0,299,True,58,0,False,0,41,2,119
11,0,1,225,False,100,100,False,3,19,2,176
11,0,1,226,False,100,100,False,3,19,2,176
9,0,1,227,False,100,100,False,3,19,2,176
9,94,1,228,True,75,75,True,3,19,2,176
11,91,1,229,True,75,75,True,3,19,2,176
9,0,1,230,False,100,100,False,3,19,2,176
11,0,1,231,False,100,100,False,3,19,2,176
11,0,1,232,False,100,100,False,3,19,2,176
0,100,0,233,True,58,0,False,0,20,2,176
0,100,0,234,True,67,0,False,0,21,2,176
0,100,0,235,True,75,0,False,0,22,2,176
0,100,0,236,True,58,0,False,0,23,2,176
0,100,0,237,True,67,0,False,0,24,2,176
0,100,0,238,True,67,0,False,0,25,2,176
0,100,0,239,True,75,0,False,0,26,2,176
0,100,0,240,True,67,0,False,0,27,2,176
0,100,0,241,True,67,0,False,0,28,2,176
0,100,0,242,True,67,0,False,0,29,2,176
0,100,0,243,True,67,0,False,0,30,2,176
0,100,0,244,True,67,0,False,0,31,2,176
0,100,0,245,True,67,0,False,0,32,2,176
0,100,0,246,True,67,0,False,0,33,2,176
0,100,0,247,True,58,0,False,0,34,2,176
0,100,0,248,True,67,0,False,0,35,2,176
0,100,0,249,True,67,0,False,0,36,2,176
0,100,0,250,True,58,0,False,0,37,2,176
0,100,0,251,True,58,0,False,0,38,2,176
0,100,0,252,True,58,0,False,0,39,2,176
0,100,0,253,True,58,0,False,0,40,2,176
0,100,0,254,True,58,0,False,0,41,2,176
11,0,1,255,False,100,100,False,3,41,2,176
11,0,1,256,False,100,100,False,3,41,2,176
9,0,1,257,False,100,100,False,3,41,2,176
11,91,1,258,True,75,75,True,3,41,2,176
11,91,1,259,True,75,75,True,3,41,2,176
11,0,1,260,False,100,100,False,3,41,2,176
11,0,1,261,False,100,100,False,3,41,2,176
11,0,1,262,False,100,100,False,3,41,2,176
0,100,0,263,True,67,0,False,0,41,2,176
0,100,0,264,True,75,0,False,0,41,2,176
0,100,0,265,True,67,0,False,0,41,2,176
0,100,0,266,True,75,0,False,0,41,2,176
0,100,0,267,True,75,0,False,0,41,2,176
0,100,0,268,True,58,0,False,0,41,2,176
0,100,0,269,True,67,0,False,0,41,2,176
0,100,0,270,True,67,0,False,0,41,2,176
0,100,0,271,True,67,0,False,0,41,2,176
0,100,0,272,True,67,0,False,0,41,2,176
0,100,0,273,True,67,0,False,0,41,2,176
0,100,0,274,True,67,0,False,0,41,2,176
0,100,0,275,True,67,0,False,0,41,2,176
0,100,0,276,True,67,0,False,0,41,2,176
0,100,0,277,True,58,0,False,0,41,2,176
0,100,0,278,True,58,0,False,0,41,2,176
0,100,0,279,True,67,0,False,0,41,2,176
0,100,0,280,True,58,0,False,0,41,2,176
0,100,0,281,True,67,0,False,0,41,2,176
0,100,0,282,True,67,0,False,0,41,2,176
0,100,0,283,True,58,0,False,0,41,2,176
0,100,0,284,True,67,0,False,0,41,2,176
9,0,1,285,False,100,100,False,3,41,2,176
9,0,1,286,False,100,100,False,3,41,2,176
11,0,1,287,False,100,100,False,3,41,2,176
11,91,1,288,True,75,75,True,3,41,2,176
11,91,1,289,True,75,75,True,3,41,2,176
9,0,1,290,False,100,100,False,3,41,2,176
11,0,1,291,False,100,100,False,3,41,2,176
11,0,1,292,False,100,100,False,3,41,2,176
0,100,0,293,True,67,0,False,0,41,2,176
0,100,0,294,True,67,0,False,0,41,2,176
0,100,0,295,True,58,0,False,0,41,2,176
0,100,0,296,True,67,0,False,0,41,2,176
0,100,0,297,True,67,0,False,0,41,2,176
0,100,0,298,True,67,0,False,0,41,2,176
0,100,0,299,True,67,0,False,0,41,2,176
11,0,1,225,False,100,100,False,3,19,2,233
11,0,1,226,False,100,100,False,3,19,2,233
9,0,1,227,False,100,100,False,3,19,2,233
9,94,1,228,True,83,75,True,3,19,2,233
11,91,1,229,True,83,75,True,3,19,2,233
9,0,1,230,False,100,100,False,3,19,2,233
11,0,1,231,False,100,100,False,3,19,2,233
11,0,1,232,False,100,100,False,3,19,2,233
0,100,0,233,True,17,0,False,0,20,2,233
0,100,0,234,True,25,0,False,0,21,2,233
0,100,0,235,True,17,0,False,0,22,2,233
0,100,0,236,True,25,0,False,0,23,2,233
0,100,0,237,True,25,0,False,0,24,2,233
0,100,0,238,True,25,0,False,0,25,2,233
0,100,0,239,True,17,0,False,0,26,2,233
0,100,0,240,True,8,0,False,0,27,2,233
0,100,0,241,True,17,0,False,0,28,2,233
0,100,0,242,True,17,0,False,0,29,2,233
0,100,0,243,True,25,0,False,0,30,2,233
0,100,0,244,True,17,0,False,0,31,2,233
0,100,0,245,True,25,0,False,0,32,2,233
0,100,0,246,True,17,0,False,0,33,2,233
0,100,0,247,True,17,0,False,0,34,2,233
0,100,0,248,True,17,0,False,0,35,2,233
0,100,0,249,True,17,0,False,0,36,2,233
0,100,0,250,True,17,0,False,0,37,2,233
0,100,0,251,True,17,0,False,0,38,2,233
0,100,0,252,True,17,0,False,0,39,2,233
0,100,0,253,True,17,0,False,0,40,2,233
0,100,0,254,True,17,0,False,0,41,2,233
11,0,1,255,False,100,100,False,3,41,2,233
11,0,1,256,False,100,100,False,3,41,2,233
9,0,1,257,False,100,100,False,3,41,2,233
11,91,1,258,True,83,75,True,3,41,2,233
11,91,1,259,True,83,75,True,3,41,2,233
11,0,1,260,False,100,100,False,3,41,2,233
11,0,1,261,False,100,100,False,3,41,2,233
11,0,1,262,False,100,100,False,3,41,2,233
0,100,0,263,True,8,0,False,0,41,2,233
0,100,0,264,True,17,0,False,0,41,2,233
0,100,0,265,True,25,0,False,0,41,2,233
0,100,0,266,True,17,0,False,0,41,2,233
0,100,0,267,True,17,0,False,0,41,2,233
0,100,0,268,True,25,0,False,0,41,2,233
0,100,0,269,True,25,0,False,0,41,2,233
0,100,0,270,True,17,0,False,0,41,2,233
0,100,0,271,True,17,0,False,0,41,2,233
0,100,0,272,True,17,0,False,0,41,2,233
0,100,0,273,True,17,0,False,0,41,2,233
0,100,0,274,True,17,0,False,0,41,2,233
0,100,0,275,True,17,0,False,0,41,2,233
0,100,0,276,True,17,0,False,0,41,2,233
0,100,0,277,True,17,0,False,0,41,2,233
0,100,0,278,True,17,0,False,0,41,2,233
0,100,0,279,True,17,0,False,0,41,2,233
0,100,0,280,True,17,0,False,0,41,2,233
0,100,0,281,True,17,0,False,0,41,2,233
0,100,0,282,True,17,0,False,0,41,2,233
0,100,0,283,True,17,0,False,0,41,2,233
0,100,0,284,True,17,0,False,0,41,2,233
9,0,1,285,False,100,100,False,3,41,2,233
9,0,1,286,False,100,100,False,3,41,2,233
11,0,1,287,False,100,100,False,3,41,2,233
11,91,1,288,True,83,75,True,3,41,2,233
11,91,1,289,True,83,75,True,3,41,2,233
9,0,1,290,False,100,100,False,3,41,2,233
11,0,1,291,False,100,100,False,3,41,2,233
11,0,1,292,False,100,100,False,3,41,2,233
0,100,0,293,True,17,0,False,0,41,2,233
0,100,0,294,True,25,0,False,0,41,2,233
0,100,0,295,True,25,0,False,0,41,2,233
0,100,0,296,True,25,0,False,0,41,2,233
0,100,0,297,True,25,0,False,0,41,2,233
0,100,0,298,True,25,0,False,0,41,2,233
0,100,0,299,True,25,0,False,0,41,2,233
11,0,1,225,False,100,100,False,3,19,2,294
11,0,1,226,False,100,100,False,3,19,2,294
9,0,1,227,False,100,100,False,3,19,2,294
9,94,1,228,True,75,75,True,3,19,2,294
11,91,1,229,True,75,75,True,3,19,2,294
9,0,1,230,False,100,100,False,3,19,2,294
11,0,1,231,False,100,100,False,3,19,2,294
11,0,1,232,False,100,100,False,3,19,2,294
0,100,0,233,True,58,0,False,0,20,2,294
0,100,0,234,True,58,0,False,0,21,2,294
0,100,0,235,True,67,0,False,0,22,2,294
0,100,0,236,True,58,0,False,0,23,2,294
0,100,0,237,True,67,0,False,0,24,2,294
0,100,0,238,True,58,0,False,0,25,2,294
0,100,0,239,True,67,0,False,0,26,2,294
0,100,0,240,True,58,0,False,0,27,2,294
0,100,0,241,True,67,0,False,0,28,2,294
0,100,0,242,True,58,0,False,0,29,2,294
0,100,0,243,True,67,0,False,0,30,2,294
0,100,0,244,True,67,0,False,0,31,2,294
0,100,0,245,True,67,0,False,0,32,2,294
0,100,0,246,True,67,0,False,0,33,2,294
0,100,0,247,True,58,0,False,0,34,2,294
0,100,0,248,True,67,0,False,0,35,2,294
0,100,0,249,True,67,0,False,0,36,2,294
0,100,0,250,True,58,0,False,0,37,2,294
0,100,0,251,True,58,0,False,0,38,2,294
0,100,0,252,True,58,0,False,0,39,2,294
0,100,0,253,True,58,0,False,0,40,2,294
0,100,0,254,True,58,0,False,0,41,2,294
11,0,1,255,False,100,100,False,3,41,2,294
11,0,1,256,False,100,100,False,3,41,2,294
9,0,1,257,False,100,100,False,3,41,2,294
11,91,1,258,True,83,75,True,3,41,2,294
11,91,1,259,True,83,75,True,3,41,2,294
11,0,1,260,False,100,100,False,3,41,2,294
11,0,1,261,False,100,100,False,3,41,2,294
11,0,1,262,False,100,100,False,3,41,2,294
0,100,0,263,True,58,0,False,0,41,2,294
0,100,0,264,True,67,0,False,0,41,2,294
0,100,0,265,True,67,0,False,0,41,2,294
0,100,0,266,True,67,0,False,0,41,2,294
0,100,0,267,True,67,0,False,0,41,2,294
0,100,0,268,True,58,0,False,0,41,2,294
0,100,0,269,True,67,0,False,0,41,2,294
0,100,0,270,True,67,0,False,0,41,2,294
0,100,0,271,True,67,0,False,0,41,2,294
0,100,0,272,True,58,0,False,0,41,2,294
0,100,0,273,True,67,0,False,0,41,2,294
0,100,0,274,True,67,0,False,0,41,2,294
0,100,0,275,True,67,0,False,0,41,2,294
0,100,0,276,True,67,0,False,0,41,2,294
0,100,0,277,True,58,0,False,0,41,2,294
0,100,0,278,True,58,0,False,0,41,2,294
0,100,0,279,True,58,0,False,0,41,2,294
0,100,0,280,True,58,0,False,0,41,2,294
0,100,0,281,True,67,0,False,0,41,2,294
0,100,0,282,True,67,0,False,0,41,2,294
0,100,0,283,True,58,0,False,0,41,2,294
0,100,0,284,True,67,0,False,0,41,2,294
9,0,1,285,False,100,100,False,3,41,2,294
9,0,1,286,False,100,100,False,3,41,2,294
11,0,1,287,False,100,100,False,3,41,2,294
11,91,1,288,True,83,75,True,3,41,2,294
11,91,1,289,True,83,75,True,3,41,2,294
9,0,1,290,False,100,100,False,3,41,2,294
11,0,1,291,False,100,100,False,3,41,2,294
11,0,1,292,False,100,100,False,3,41,2,294
0,100,0,293,True,67,0,False,0,41,2,294
0,100,0,294,True,67,0,False,0,41,2,294
0,100,0,295,True,58,0,False,0,41,2,294
0,100,0,296,True,58,0,False,0,41,2,294
0,100,0,297,True,58,0,False,0,41,2,294
0,100,0,298,True,58,0,False,0,41,2,294
0,100,0,299,True,58,0,False,0,41,2,294
11,0,1,225,False,100,100,False,3,19,2,352
11,0,1,226,False,100,100,False,3,19,2,352
9,0,1,227,False,100,100,False,3,19,2,352
9,94,1,228,True,75,75,True,3,19,2,352
11,91,1,229,True,75,75,True,3,19,2,352
9,0,1,230,False,100,100,False,3,19,2,352
11,0,1,231,False,100,100,False,3,19,2,352
11,0,1,232,False,100,100,False,3,19,2,352
0,100,0,233,True,67,0,False,0,20,2,352
0,100,0,234,True,67,0,False,0,21,2,352
0,100,0,235,True,75,0,False,0,22,2,352
0,100,0,236,True,83,0,False,0,23,2,352
0,100,0,237,True,67,0,False,0,24,2,352
0,100,0,238,True,67,0,False,0,25,2,352
0,100,0,239,True,75,0,False,0,26,2,352
0,100,0,240,True,67,0,False,0,27,2,352
0,100,0,241,True,67,0,False,0,28,2,352
0,100,0,242,True,67,0,False,0,29,2,352
0,100,0,243,True,83,0,False,0,30,2,352
0,100,0,244,True,67,0,False,0,31,2,352
0,100,0,245,True,83,0,False,0,32,2,352
0,100,0,246,True,67,0,False,0,33,2,352
0,100,0,247,True,67,0,False,0,34,2,352
0,100,0,248,True,67,0,False,0,35,2,352
0,100,0,249,True,67,0,False,0,36,2,352
0,100,0,250,True,75,0,False,0,37,2,352
0,100,0,251,True,75,0,False,0,38,2,352
0,100,0,252,True,75,0,False,0,39,2,352
0,100,0,253,True,75,0,False,0,40,2,352
0,100,0,254,True,75,0,False,0,41,2,352
11,0,1,255,False,100,100,False,3,41,2,352
11,0,1,256,False,100,100,False,3,41,2,352
9,0,1,257,False,100,100,False,3,41,2,352
11,91,1,258,True,75,75,True,3,41,2,352
11,91,1,259,True,75,75,True,3,41,2,352
11,0,1,260,False,100,100,False,3,41,2,352
11,0,1,261,False,100,100,False,3,41,2,352
11,0,1,262,False,100,100,False,3,41,2,352
0,100,0,263,True,67,0,False,0,41,2,352
0,100,0,264,True,75,0,False,0,41,2,352
0,100,0,265,True,67,0,False,0,41,2,352
0,100,0,266,True,75,0,False,0,41,2,352
0,100,0,267,True,75,0,False,0,41,2,352
0,100,0,268,True,67,0,False,0,41,2,352
0,100,0,269,True,67,0,False,0,41,2,352
0,100,0,270,True,67,0,False,0,41,2,352
0,100,0,271,True,67,0,False,0,41,2,352
0,100,0,272,True,67,0,False,0,41,2,352
0,100,0,273,True,67,0,False,0,41,2,352
0,100,0,274,True,67,0,False,0,41,2,352
0,100,0,275,True,67,0,False,0,41,2,352
0,100,0,276,True,67,0,False,0,41,2,352
0,100,0,277,True,67,0,False,0,41,2,352
0,100,0,278,True,75,0,False,0,41,2,352
0,100,0,279,True,67,0,False,0,41,2,352
0,100,0,280,True,75,0,False,0,41,2,352
0,100,0,281,True,67,0,False,0,41,2,352
0,100,0,282,True,67,0,False,0,41,2,352
0,100,0,283,True,75,0,False,0,41,2,352
0,100,0,284,True,67,0,False,0,41,2,352
9,0,1,285,False,100,100,False,3,41,2,352
9,0,1,286,False,100,100,False,3,41,2,352
11,0,1,287,False,100,100,False,3,41,2,352
11,91,1,288,True,75,75,True,3,41,2,352
11,91,1,289,True,75,75,True,3,41,2,352
9,0,1,290,False,100,100,False,3,41,2,352
11,0,1,291,False,100,100,False,3,41,2,352
11,0,1,292,False,100,100,False,3,41,2,352
0,100,0,293,True,67,0,False,0,41,2,352
0,100,0,294,True,67,0,False,0,41,2,352
0,100,0,295,True,83,0,False,0,41,2,352
0,100,0,296,True,67,0,False,0,41,2,352
0,100,0,297,True,67,0,False,0,41,2,352
0,100,0,298,True,67,0,False,0,41,2,352
0,100,0,299,True,67,0,False,0,41,2,352
11,0,1,225,False,100,100,False,3,19,2,407
11,0,1,226,False,100,100,False,3,19,2,407
9,0,1,227,False,100,100,False,3,19,2,407
9,94,1,228,True,75,75,True,3,19,2,407
11,91,1,229,True,75,75,True,3,19,2,407
9,0,1,230,False,100,100,False,3,19,2,407
11,0,1,231,False,100,100,False,3,19,2,407
11,0,1,232,False,100,100,False,3,19,2,407
0,100,0,233,True,67,0,False,0,20,2,407
0,100,0,234,True,67,0,False,0,21,2,407
0,100,0,235,True,75,0,False,0,22,2,407
0,100,0,236,True,58,0,False,0,23,2,407
0,100,0,237,True,67,0,False,0,24,2,407
0,100,0,238,True,67,0,False,0,25,2,407
0,100,0,239,True,75,0,False,0,26,2,407
0,100,0,240,True,67,0,False,0,27,2,407
0,100,0,241,True,67,0,False,0,28,2,407
0,100,0,242,True,67,0,False,0,29,2,407
0,100,0,243,True,67,0,False,0,30,2,407
0,100,0,244,True,67,0,False,0,31,2,407
0,100,0,245,True,67,0,False,0,32,2,407
0,100,0,246,True,67,0,False,0,33,2,407
0,100,0,247,True,67,0,False,0,34,2,407
0,100,0,248,True,67,0,False,0,35,2,407
0,100,0,249,True,67,0,False,0,36,2,407
0,100,0,250,True,58,0,False,0,37,2,407
0,100,0,251,True,58,0,False,0,38,2,407
0,100,0,252,True,58,0,False,0,39,2,407
0,100,0,253,True,58,0,False,0,40,2,407
0,100,0,254,True,58,0,False,0,41,2,407
11,0,1,255,False,100,100,False,3,41,2,407
11,0,1,256,False,100,100,False,3,41,2,407
9,0,1,257,False,100,100,False,3,41,2,407
